aid,view,danmaku,favorite,coin,share
38248697,156,18,6,26,1
38248892,166,0,8,28,6
38239412,5715,27,691,262,17
38247669,2929,54,316,164,7
38247256,36,0,1,4,0
38255402,1386,94,96,65,10
38254035,206,1,4,10,6
38246174,9917,39,1063,219,13
38246132,65,0,4,10,1
38251697,55,3,1,6,2
38230664,11396,295,464,944,24
38245057,91,0,3,3,0
38242707,206,1,7,3,1
38250489,246,2,5,2,0
38249334,627,0,24,7,12
38250546,8380,47,264,548,23
38250029,56,0,1,4,1
38246555,245,1,10,14,2
38246552,120,0,1,6,1
38243729,230,1,12,1,0
38242933,2868,13,95,34,3
38239488,110,5,2,6,3
38239845,62,0,1,4,1
38239179,135,3,4,10,3
38237242,47,3,4,14,2
38236483,135,0,5,1,1
38232322,459,0,20,3,2
38235228,330,1,21,12,2
37708675,86,0,5,2,0
37901658,115,0,6,2,0
38226718,1319,4,101,24,8
38229413,1846,3,292,28,30
38228233,2714,23,193,58,5
38226776,294,2,23,3,4
38228024,764,2,27,23,2
38227177,145,7,8,8,0
38227987,156,1,9,38,6
38181421,1314,8,15,20,5
38227367,416,1,17,5,3
38227086,1288,4,103,18,10
38226193,295,4,12,2,1
38226972,1095,3,104,28,8
38225391,348,4,12,13,4
38226273,2872,18,330,68,5
38100666,269,19,14,21,6
38224098,891,4,134,53,49
38224945,208,3,7,5,0
38224320,47,0,1,4,0
38221667,587,0,26,7,5
38222745,463,4,14,28,2
38219273,89,0,6,10,4
37716555,239,3,15,38,4
38178734,1309,0,40,36,10
38055333,454,1,25,41,2
38121375,427,11,23,20,8
38152165,1779,22,206,40,3
38194649,1071,14,56,41,4
38175000,198,6,20,66,4
38211721,1072,10,47,31,11
38207877,34961,78,1814,696,35
37697365,1776,9,139,46,5
38207317,724,2,21,64,5
38206684,129,1,2,13,2
38206388,536,2,17,12,1
38205663,781,5,42,48,1
38204974,255,3,8,11,1
38203950,267,2,7,17,3
38202722,533,7,22,35,1
38202135,14903,1060,111,94,24
38201201,525,2,32,39,2
38201353,68,0,1,3,2
38175862,91,3,12,24,4
38198853,162,1,5,23,4
38198057,775,20,35,34,7
38196617,134,9,4,11,4
38195356,7510,19,717,61,15
38163599,3055,13,100,251,59
38194669,2147,28,84,85,7
38192391,443,3,12,28,5
38166256,1371,80,75,60,6
38166864,866,4,63,51,2
38193441,67,0,4,14,1
38162092,4523,54,282,72,6
38178654,1046,0,50,26,8
38178604,815,0,34,11,11
38170949,191,0,3,8,3
38118846,124,2,11,25,4
38046549,3738,53,50,128,12
38169186,487,2,24,14,1
38189209,123,4,3,8,3
38188782,97,0,2,4,2
38187168,198,0,37,2,3
38163129,1448,50,34,30,1
38057355,158,1,7,8,0
38184340,118,5,4,7,3
37920763,337,3,21,14,0
38177449,504,15,28,49,7
38177327,174,0,5,20,1
38153508,237,14,21,49,3
38118568,637,19,28,67,12
38002232,176,1,5,12,1
38179493,494,3,37,4,2
38094546,729,7,22,37,2
38179025,10,0,0,1,0
38125224,35652,119,3056,594,32
38175835,144,6,10,15,5
38176530,42,0,1,1,1
38170447,77,0,2,8,3
38170426,267,4,6,23,3
38170821,159,0,3,18,5
38165456,60,0,1,2,1
38169454,716,0,36,40,16
38169267,1023,4,43,57,20
38168418,66,1,1,1,1
38166812,96,3,4,17,3
38166097,196,8,11,22,8
38173675,134,1,4,7,2
38164189,102,0,3,4,1
38156717,84,0,5,28,3
38162841,178,35,10,34,7
38170213,63,1,2,6,1
38168620,320,60,9,30,7
38161995,65,1,5,14,5
38168846,160,0,3,10,2
37419094,1777,82,107,31,7
38025882,60,0,4,14,5
38164889,691,2,40,11,11
38164537,86,0,0,1,0
38159835,47,0,1,2,0
38158548,496,6,44,23,4
38161267,160,2,7,10,4
38158967,28902,217,1433,1465,107
38156911,101,0,6,26,3
38158790,67,0,0,2,0
38147642,296,1,12,13,3
38153393,64,2,2,2,0
38152600,74,0,1,6,1
38151368,211,0,10,5,0
38144032,343,6,28,3,0
38151127,18521,81,2348,740,31
38150870,132,1,10,3,2
38150420,96,0,5,1,0
38122296,768,1,32,18,2
38071670,297,102,9,15,6
38149129,6136,43,438,192,4
38148463,778,4,48,45,4
38147388,361,92,10,30,10
38146598,872,5,27,67,10
38147646,159,0,9,1,0
38145911,319,1,9,23,1
38143429,558,20,18,32,8
38146718,90,2,7,1,1
38144842,174,3,3,8,1
38146618,64,0,1,1,0
38145042,1525,17,78,81,6
38145486,624,1,64,18,1
38124106,24270,92,2615,441,32
38143172,13864,115,958,1106,50
38068042,1175,2,59,42,6
38028939,10243,79,778,304,18
38142671,241,12,10,24,1
38140125,199,3,7,36,6
38097280,863,1,30,30,2
38139142,270,1,6,1,0
38120468,4927,12,592,80,7
38104612,176,0,7,26,5
37779429,746,10,47,149,30
37276359,1658,0,82,49,20
38137427,38733,129,2823,989,54
38120699,4558,14,322,79,17
38120379,4968,29,931,300,9
38082592,838,7,24,54,7
38062155,2020,13,51,59,4
38003757,2829,21,356,72,7
37810808,2723,13,209,59,4
38134759,245,1,15,16,3
38134975,203,0,11,2,2
38114076,210,4,13,16,3
38097151,685,12,36,62,5
38087158,3781,91,326,163,11
38080626,1311,40,110,80,7
38128946,131,0,4,8,2
38129334,213,1,5,22,3
38126693,59,0,1,7,0
38128024,122,0,3,4,1
38126030,1516,76,70,107,15
38124406,126,0,1,6,1
38124458,47,0,2,4,1
38124003,419,14,14,39,6
38123889,976,9,76,21,1
38117355,84336,168,1265,752,742
38117842,258,5,11,31,7
38118769,217,1,13,22,2
38093358,768,3,52,46,6
38117373,182,0,2,1,1
38116817,6303,28,681,105,8
37919161,1178,67,91,51,10
38114875,225,1,10,17,4
37952257,104,4,7,24,5
38094275,26243,129,1123,651,47
38097249,856,4,38,24,3
38107794,115,2,4,10,0
38079148,614,132,34,83,6
38102507,12374,86,702,315,14
38102398,770,3,45,9,1
38099371,95,0,3,6,0
38098705,241,0,0,1,0
38097658,81,0,6,10,0
37808758,1756,4,201,29,3
38098289,5038,37,171,279,10
38030839,403,0,38,20,1
38095339,41,1,1,4,0
38094725,60,0,0,2,0
38060836,57,0,6,7,0
38055366,285,5,11,17,0
37825696,550,11,18,17,0
38092640,202,1,7,24,2
38085801,98,0,2,6,3
38086249,87,1,1,6,1
38086300,206,0,14,1,1
38084502,197,0,9,2,1
38084034,400,0,31,48,5
38082437,1956,4,10,29,1
38078768,437,1,37,18,0
38079053,670,29,51,148,22
38076548,61,0,2,2,1
38075757,117,0,3,1,0
38075098,2260,168,262,68,8
38075035,245,0,5,24,1
38073798,67,0,3,6,1
38073870,775,7,17,52,12
38072529,158,0,0,4,0
37736775,768,111,38,21,9
37473368,2171,42,81,17,6
37953943,2352,5,215,67,11
38068048,162,5,4,8,1
38053973,599,5,25,52,5
37276225,1699,0,57,32,17
38067833,149,0,7,1,0
38067094,8928,106,632,269,23
37945459,204,1,4,16,3
38065343,880,1,41,2,1
37965909,1873,97,98,172,18
38061589,254,0,21,3,1
38043559,103,0,3,2,1
38057718,175,0,4,1,0
38028048,1587,55,139,89,7
38056956,64,0,1,6,0
38053900,135,1,5,16,1
38054632,340,7,23,33,6
38052108,516,3,19,28,14
38050117,602,4,31,27,1
38034565,127,4,11,37,3
38018457,654,1,70,20,0
38047968,237,5,13,23,2
38046691,955,8,40,47,9
38020519,1307,11,104,84,7
38043145,247,54,18,16,2
38042367,5728,27,432,166,9
38041715,165,0,5,6,1
38040373,200,0,9,4,1
38030616,3475,58,144,322,56
38032123,87,0,1,2,3
38019174,144,0,3,2,0
38030675,279,1,6,6,0
38031292,443,9,15,25,5
38030934,105,0,4,8,4
38032902,93,0,0,8,3
38034303,909,11,51,66,6
38028518,176,0,6,15,6
38030640,206,0,5,4,2
38027364,150,2,6,1,2
38001921,1328,10,13,26,9
38026087,57,0,1,2,2
38022040,56408,175,2483,1599,53
38022239,82,0,1,6,1
38015436,1516,158,61,108,24
37995250,1688,69,77,75,13
38015100,12028,100,933,239,45
38012172,417,32,16,48,5
38011973,2689,19,282,123,13
38011674,184,0,6,9,0
38007827,75357,876,4580,3387,266
38008213,457,0,22,7,2
38005065,245,0,15,1,1
37986624,952,43,49,55,7
37974825,4680,142,410,72,7
37960881,1360,83,97,135,8
37354719,490,3,25,30,4
38004782,343,6,32,28,1
37963669,236,3,12,18,5
37999618,95,0,6,20,7
38002038,287,0,8,13,2
38000837,1265,6,66,23,3
37995625,275,0,7,6,2
37997654,294,6,21,32,4
37990872,73,0,0,5,2
37994863,124,0,0,6,0
37994447,111,0,0,4,0
37993621,158,0,2,2,0
37992704,227,1,5,3,7
37992700,156,0,5,10,4
37992272,92,0,1,4,0
37992061,88,0,2,8,1
37991681,145,2,6,8,1
37991401,108,0,2,2,1
37990937,167,0,2,6,3
37990388,110,0,1,2,1
37989983,73,0,2,2,0
37989826,153,1,4,6,4
36906220,309,16,17,19,7
37987669,414,27,4,5,13
37986171,4501,141,127,145,26
37985457,105,1,3,9,3
37985157,621,0,39,9,2
37945227,5693,99,296,433,194
37980704,122864,270,3047,4984,615
37978946,258,59,7,16,4
37084891,38,0,0,4,1
37976923,1690,18,42,46,3
37975138,125,1,4,22,1
37953209,1104,9,49,40,6
37975488,1403,31,64,55,18
37973366,3412,14,202,143,9
37968069,122,0,1,8,1
37968328,21,0,2,4,0
37967550,274,23,18,45,6
37969180,277,1,13,1,0
37966382,74,0,3,10,2
37967599,100,1,1,2,0
37964470,568,3,48,58,6
37963968,869,6,49,99,7
37966888,265,60,11,30,13
37967174,297,3,20,9,4
37966992,97,0,10,1,0
37965974,272,18,7,1,2
37965377,68,0,3,2,1
37964082,134,1,3,8,3
38612929,486,1,18,28,3
38614761,37,0,0,2,0
38613383,437,0,10,7,1
38609556,195,14,5,25,2
38608952,77,0,4,3,1
38606516,94,1,1,17,1
38601452,325,0,15,1,1
38598511,4469,0,20,3,2
37892115,198,0,2,3,1
38603059,116,0,5,1,0
38600793,71,3,1,2,0
38602218,67,0,3,2,1
38559377,212,0,10,2,0
38555266,1033,5,80,38,3
38598389,250,145,4,14,8
38598135,685,0,9,2,0
38595937,64154,58,196,194,26
38597162,4081,1,9,3,1
38599474,952,1,19,3,0
38598950,200,0,10,10,2
38598889,653,0,59,7,2
38597129,1916,0,14,2,1
38596326,70,0,5,18,3
38577901,816,2,83,59,3
38597065,122,1,3,2,0
38592307,53,0,2,2,1
38095343,37768,115,873,237,12
38566196,94,0,3,1,0
38178678,1368,0,44,32,9
38591849,363,5,13,18,6
38587743,1575,30,32,58,12
38413869,4426,9,269,165,12
38557649,91,1,7,4,0
38530848,1730,9,105,40,7
37959623,172,1,4,2,0
37963565,222,4,13,32,14
37941396,365,0,30,9,2
37902120,791,0,18,34,8
37824960,554,27,36,71,6
37818421,211,0,1,10,6
37669902,248,2,6,10,0
37958346,3883,12,279,190,10
37958302,236,2,9,51,6
37960558,431,1,26,3,3
37957676,102,32,3,14,2
37960205,717,18,25,38,11
37957269,266,3,8,11,1
37958619,489,1,5,4,0
37955784,776,47,40,103,30
37956265,560,84,42,61,17
37955303,41,0,0,1,0
37952683,1358,4,31,10,2
37951611,71448,721,2821,3922,409
37950628,122,0,4,1,0
37948823,185,0,28,1,0
37947704,19,1,3,4,0
37946402,126,0,13,1,1
37946196,290,3,12,42,11
37928900,341,7,18,41,3
37932092,307,3,16,48,7
37945691,24275,85,1264,617,36
37945345,488,7,15,22,3
37944609,5350,20,682,205,11
37944431,568,4,62,33,2
37943303,105,3,4,12,1
37941281,57035,760,3279,3617,163
37940700,227,0,11,3,1
37938247,178,0,19,1,0
37938287,536,0,67,7,1
37938712,355,8,11,37,3
37830897,2961,25,334,160,10
38581519,145,0,7,1,0
38583796,304,1,18,23,0
38582051,129,30,7,9,2
38581168,153,1,4,16,3
38481736,3692,55,238,196,15
38578426,202,0,8,4,1
38574874,258,2,5,22,3
38576042,316,1,5,14,1
38574536,275,11,10,25,9
38574357,293,1,34,12,1
38573302,1244,10,41,65,6
38361302,120,1,1,2,0
38573351,99,4,10,40,5
38570955,2887,76,198,61,7
38572239,117,1,5,26,3
38558372,318,1,10,29,4
38567998,64,0,0,1,1
38559702,414,12,20,21,6
38561967,1638,3,55,74,7
38559651,198,6,6,3,0
38558840,987,6,38,16,4
38556856,336,1,5,14,0
38556201,2527,4,232,25,6
38552569,264,12,10,65,6
38550650,312,0,5,17,3
38549593,151,0,4,22,2
38535041,1694,7,41,103,11
38551382,74,0,2,12,2
38531079,269,7,13,29,7
38025468,109,6,3,14,4
38543279,1323,18,29,73,21
38549890,109,0,2,6,1
38547990,113,1,2,8,1
38546696,132,0,7,5,0
38546044,36,1,0,2,0
38545093,1423,8,6,31,12
38539078,7117,1,31,3,3
38543250,106,1,5,24,1
38541563,1756,7,47,71,9
38541970,1249,20,45,97,17
38539868,121,0,5,1,1
38539861,375,1,9,1,0
38539503,839,2,42,35,2
38538154,849,2,17,62,5
38538100,1190,3,24,27,6
38536187,942,0,5,1,0
38534821,3169,16,154,67,10
38534453,796,8,58,11,5
38531737,195,2,2,4,5
38531824,2113,16,107,61,7
38525415,4704,1,25,8,6
38525467,741,2,39,7,0
38529103,2691,7,120,73,7
38528549,816,0,14,3,0
38528296,173,1,13,1,1
38527997,242,0,12,2,1
38525829,242,1,15,2,3
38178665,1854,2,54,40,10
38523063,839,1,7,3,0
38522410,75,0,2,7,4
38522570,92,1,2,6,4
38522922,2091,13,175,57,5
38501725,2667,13,134,147,16
38522058,1892,16,188,81,10
38496349,8054,29,531,133,10
38520725,1033,2,43,65,4
38518887,834,2,30,22,2
38517150,237,2,7,14,2
38516986,156,0,4,2,1
38516032,83,0,1,6,2
38514595,196,0,6,1,0
38476948,20403,47,845,234,18
38513488,94,0,0,10,1
38512190,33,2,0,2,1
38509455,61,3,1,11,7
38507510,104,2,1,7,1
38507396,68,2,3,12,1
38505115,1600,1,131,11,2
38504488,394,5,7,28,5
38489310,190,3,4,20,3
38503079,290,5,11,26,4
38503730,1120,8,39,64,5
38503490,48,0,0,2,0
38502734,111,0,2,4,0
38499715,790,4,18,39,10
38497987,170,0,11,28,2
38498402,1268,4,52,6,4
38494190,2172,10,152,96,9
38449234,1961,15,115,67,6
38493502,1078,18,72,43,3
38492709,354,4,19,19,1
38478341,75,0,1,2,1
38492011,508,1,13,29,1
38454386,1177,5,61,41,6
38491906,192,3,5,11,8
38491096,233,3,11,19,1
38473113,712,12,14,24,7
38479709,1203,9,69,46,9
38487420,114,0,3,12,2
38485390,63,0,3,4,2
38483450,764,29,37,32,3
38488635,104,7,3,13,3
38488076,119,0,0,10,1
38487792,137,0,2,8,5
38484955,204,9,4,20,5
38484294,123,1,4,14,4
38482115,104,2,8,17,3
38486522,1265,3,82,31,2
38485712,559,0,13,2,0
38485525,120,0,14,1,0
38478933,188,2,9,16,3
38463313,27821,48,700,450,27
38476622,179,1,5,4,0
38475354,3841,49,122,188,18
38478321,63,0,6,6,0
38408509,19619,49,645,239,7
38473686,232,3,8,8,1
38472612,1052,1,91,30,5
38336835,269,3,19,15,2
38468989,412,0,8,1,0
38467857,234,23,6,22,6
38466091,105,2,3,10,5
38463253,1399,4,52,34,6
38463442,698,3,12,11,2
38458854,484,0,11,4,0
38462066,264,3,6,6,3
38428223,25314,28,1886,199,14
38325063,1063,2,47,79,16
38131753,206,1,15,10,1
38454603,2182,0,81,11,6
38457179,157,12,13,40,8
38455895,500,1,40,6,1
38454580,124,3,5,14,1
38453587,169,60,16,64,4
38417352,242360,2513,8869,14847,632
38346152,1504,1,47,40,18
38453683,334,1,16,2,0
38400117,2948,41,281,167,74
38450511,23314,46,102,105,55
38446156,841,13,30,44,8
38443820,3159,41,244,31,4
38443706,677,0,37,3,1
38412458,6648,38,312,140,12
38304040,134,4,9,26,2
38440563,894,2,15,35,1
38439759,112,0,4,1,0
38438933,20741,83,917,366,23
38438732,193,2,13,6,1
38438281,93,0,0,2,0
38438067,304,5,20,55,8
38437137,38,0,0,2,1
38432692,2361,46,95,97,7
38414122,717,22,13,36,6
38093353,254,4,22,18,2
38385234,738,15,52,85,12
38370562,647,2,26,17,3
38430374,121,0,3,4,1
38430361,147,4,13,33,7
38429219,96,5,3,4,1
38395706,9319,8,847,135,9
38415964,252,0,10,15,1
38425281,268,3,8,3,1
38410638,2806,26,59,87,62
38422956,540,1,13,42,9
38421770,47,1,1,1,0
38411659,953,2,30,53,25
38358094,26179,99,1222,339,36
38394776,53,0,1,6,0
38409074,46,1,0,8,0
38416225,208,2,5,21,9
38394074,49,1,0,1,0
38416161,494,2,13,33,8
38415070,241,7,10,28,8
38415248,241,7,5,6,3
38414448,414,0,14,8,5
38412969,1101,5,36,42,8
38416416,201,0,4,2,1
38412520,1045,7,75,39,7
38409143,149,2,4,4,9
38408218,176,0,4,22,2
38408681,1678,9,86,76,4
38411471,427,10,25,18,3
38408903,50,1,3,4,0
38391801,1220,87,26,67,12
38369211,1151,8,34,96,12
38279972,3857,30,141,319,63
38279737,879,9,45,175,19
38056428,828,7,69,152,13
38056269,1828,94,78,223,24
38056039,697,34,24,145,33
38055783,816,20,55,168,25
38055567,2176,28,96,146,17
38055384,2307,3,65,219,26
38055186,2906,27,54,115,22
38054771,2945,25,75,208,30
37459516,863,4,27,83,13
37458874,6492,29,151,186,34
37455696,6538,22,151,120,27
38391210,271,1,14,25,3
38366200,28555,55,2025,433,33
38253730,389,4,30,15,3
37423741,456,0,40,19,0
38408220,18,0,0,1,0
38404373,7634,44,348,218,70
38405185,66,0,4,6,3
38401999,125,0,2,3,0
38400325,379,2,10,12,8
38400116,861,3,39,15,2
38397601,5652,18,358,281,15
38397206,912,1,39,27,2
38396955,141,8,9,20,5
38396466,56,0,1,8,1
38396409,219,4,6,2,1
38395458,111,4,9,24,7
38394608,72,2,3,17,2
38394275,1310,53,11,17,3
38392299,113,8,13,34,7
38392307,15,0,1,2,0
38391892,115,1,4,8,2
38366981,1101,70,48,54,11
38389675,399,7,15,29,4
38371992,464,14,25,60,5
38388519,509,0,16,16,2
38387599,94,1,7,6,0
38388774,156,2,15,54,9
38387538,107,1,2,4,0
38385749,74,1,1,1,0
38324360,597,7,37,69,7
38386791,124,0,8,5,0
38386242,106,0,6,14,2
38384714,965,0,68,4,2
38384532,99663,208,3512,1825,67
38384239,561,1,12,2,0
38366946,137,1,1,4,7
38360858,37592,85,1358,1042,42
38382701,857,3,40,53,2
38175286,1468,0,73,49,21
38379799,53,0,0,2,1
38379279,3457,28,155,214,17
38374172,315,1,10,1,2
38374736,4036,31,145,178,18
38369412,565,5,9,23,4
38368052,576,4,41,8,3
38247769,245,1,11,33,2
38364497,24,0,2,4,1
38363408,275,20,13,34,7
38363008,2977,5,41,36,2
38361975,253,0,8,2,0
38358675,282,3,5,33,6
38343574,309,2,15,27,11
38360752,203,0,5,7,1
38359909,29,0,2,9,2
38359508,107,1,14,30,3
38346131,1048,0,42,24,1
38313244,835,6,62,27,3
38345585,393,3,18,38,9
38357511,1218,1,35,82,12
38356927,76,4,1,4,0
38354304,215,0,9,4,0
38352368,246,6,18,61,9
38352409,420,4,16,33,4
38348617,1606,5,60,48,9
38348254,1880,10,70,166,15
38348318,176,0,4,14,1
38348296,303,0,5,3,1
38345286,97,2,3,16,5
38344712,165,1,9,12,4
38340879,74,0,2,6,3
38343021,87,0,2,8,1
38345720,1003,11,29,88,24
38341181,776,5,29,37,4
38337334,101,2,7,28,2
38336693,100,0,4,6,3
38336674,208,1,9,33,3
38333501,751,12,49,84,16
38342752,291,32,17,12,1
38341296,331,0,8,19,3
38340547,1155,3,25,32,5
38331798,50,0,0,5,0
38329512,445,4,34,23,1
38327270,159,0,0,4,0
38323517,117,0,2,10,3
38315373,1144,7,64,32,2
38328352,2170,0,87,6,23
38325361,117,0,5,1,0
38324592,453,18,37,63,18
38325705,82,0,4,1,0
38323490,352,0,22,6,0
38321899,182,2,9,9,4
38323290,369,2,13,12,3
38323458,1135,2,104,40,4
38320235,62,0,4,5,1
38318686,169,6,8,16,4
38322108,217,0,12,2,1
38321783,133,0,9,2,2
38590745,2914,11,82,24,5
38641154,571,3,8,6,0
38640839,45,0,0,2,1
38639915,4,0,0,2,0
38642466,42,5,3,8,1
38639334,2,0,0,2,0
38641151,3,0,1,2,1
38641418,1029,20,3,66,1
38602540,1470,16,10,11,2
38601660,2252,2,4,1,0
38641048,253,4,5,17,0
38641371,15,1,2,2,0
38641276,86,0,0,2,0
38641144,1337,5,4,23,1
38639550,345,12,4,8,0
38641332,25,0,0,1,0
38639595,15,1,1,2,0
38640909,136,2,6,2,0
38636544,84,0,1,3,1
38640714,1168,2,5,2,2
38639394,2555,9,43,13,6
38640676,5,0,0,2,0
38640362,17,1,0,2,1
38640323,37,0,2,2,0
38640363,19,0,0,1,0
38640284,31,1,2,2,1
38639053,4,0,0,2,0
38640196,839,0,0,4,0
38638853,199,0,3,2,0
38638550,27,0,1,4,1
38639369,28,0,0,2,0
38639461,182,3,3,2,0
38639431,9,0,1,2,0
38639137,56,1,0,3,1
38639815,17,0,0,2,1
38637829,898,13,7,12,0
38638570,3,0,1,2,0
38627630,58,1,1,2,0
38614321,1369,2,4,1,2
38611118,214,0,0,4,0
38639031,3,0,0,2,0
38639143,5,0,1,2,0
38637892,48,0,1,1,0
38638402,28884,416,72,984,17
38638792,33,0,0,2,1
38639036,8,0,0,2,0
38630839,12,0,0,4,1
38637865,9,1,0,2,1
38638276,16,0,1,2,0
38638345,23,2,0,2,0
38637793,25,0,2,2,0
38638076,144,1,8,2,0
38638269,941,0,6,8,11
38636982,15,5,1,2,0
38637729,103,0,0,4,1
38606828,138,0,12,2,0
38637129,113,1,0,3,0
38637312,48,0,2,4,1
38637667,17,0,0,2,1
38636571,244,1,10,2,0
38646160,338,0,3,3,0
38645249,2325,13,6,30,0
38645400,691,10,5,3,1
38637265,4663,3,28,1,0
38637705,23,0,4,2,0
38637506,146,1,1,2,0
38636232,252,2,0,5,0
38632805,5,0,1,2,0
38628752,33,2,0,2,0
38628391,24,1,0,2,0
38645354,389,1,0,2,0
38645122,261,0,0,6,1
38644535,87,0,3,7,0
38579908,4346,45,22,71,6
38634287,35,0,2,4,1
38631712,10,0,3,4,0
38625273,45,11,3,16,2
38623139,66,0,1,2,0
38621372,163,2,0,4,0
38616914,412,1,2,8,0
38615872,106,3,2,4,0
38595490,94,2,5,18,1
38588408,68,19,10,11,0
38582357,304,4,20,38,2
38582258,3926,42,6,18,0
38488633,36,0,1,2,0
38437007,404,22,2,34,0
38252503,639,0,7,2,1
38644407,68,1,0,4,0
38644476,270,3,3,13,0
38644925,4,0,0,2,1
38638191,81,0,2,1,0
38222912,6,0,2,2,0
38643323,38,7,1,2,0
38624063,224,2,14,4,0
38643755,259,3,10,26,1
38643291,69,0,0,4,1
38643748,106,2,0,4,0
38643927,39,1,0,2,0
38643890,5,0,0,2,0
38641047,37592,66,54,32,20
38642202,317,9,3,2,0
38643114,443,4,7,8,0
38528070,361,3,5,6,0
38642483,41,4,1,4,3
38643577,48,0,0,2,0
38345697,278,0,1,4,0
38642878,16,0,0,2,0
38643160,109,6,3,4,0
38641106,9665,56,5,8,17
38643325,7,0,1,1,0
38642270,13,0,1,2,1
38642445,6,0,0,2,0
38640563,19,2,2,6,2
38643302,2,1,1,3,0
38641899,17,0,0,2,1
38612625,1226,10,7,23,1
38640977,251,0,3,4,0
38643072,404,0,7,2,0
38643055,752,10,2,14,0
38642166,3747,44,2,6,5
38624644,11,0,0,2,1
38593172,24389,264,1085,2841,358
38579122,16309,140,719,1616,117
38643045,144,1,5,6,2
38636359,56,1,0,1,0
38631191,157,1,3,10,2
38627611,56,4,1,4,1
38628301,398,51,15,22,0
38624436,46,1,1,2,0
38621477,67,0,4,2,0
38627364,287,1,2,8,4
38620971,476,0,3,4,3
38617960,248,0,3,6,0
38614187,205,1,10,20,1
38613248,91,1,0,2,0
38613213,206,2,1,1,0
38607626,11109,56,248,503,26
38608768,586,17,34,56,10
38607690,197,2,6,2,4
38605269,122,0,4,8,5
38575395,117405,264,2769,6630,296
38600482,40,0,1,4,0
38596519,82,0,0,3,0
38600120,57,0,0,4,0
38595869,8331,140,51,92,20
38596008,81,0,2,4,1
38562965,73,0,2,6,2
38593661,1637,3,23,29,7
38594135,72601,668,1649,3612,224
38579932,81215,255,467,696,68
38568878,2043,21,18,38,8
38582803,189,6,2,4,1
38585169,126,0,0,1,0
38580290,130,0,0,2,0
38582444,298,1,0,4,0
38580286,201,0,5,3,1
38577001,285,0,2,4,0
38579855,1065,19,43,50,15
38575696,182,1,6,14,3
38149376,136,6,4,8,0
38148277,744,4,2,8,4
38148668,34773,68,374,454,429
37909975,619,7,29,49,2
38145696,393,3,1,2,1
38145980,1140,14,57,63,8
38144440,129,0,1,4,0
38124971,2886,48,102,81,16
38124955,48597,303,2325,5611,101
38142559,3785,47,72,223,41
38139617,327,15,12,32,1
37802449,203,6,6,8,2
38138191,981,6,77,108,7
37923224,30760,365,1495,1949,68
37976967,88126,440,3509,6967,1278
38061197,1798,14,83,52,7
38092401,938,18,22,28,7
38132550,66271,176,1092,1355,472
38136461,87,0,2,4,2
38028141,917,8,3,8,2
38134649,103,7,3,6,0
38134813,90,0,4,4,0
38131553,211,3,7,8,0
38090636,15611,104,864,572,110
38071016,1683,17,111,167,9
38131676,467,1,5,53,5
37938578,9884,145,255,483,70
38127898,179,0,3,1,1
38091632,482684,1655,15366,22224,8551
38124377,95772,609,836,2835,323
38128053,92,0,2,4,5
38128548,68,1,1,4,0
38111697,10482,140,269,459,93
38125787,172,5,2,4,0
38125326,11172,185,690,895,80
38121467,800,1,5,12,3
38119114,236,0,6,12,1
38117272,277,0,4,2,0
38115389,478,10,27,26,2
38114815,71569,1464,6355,8927,645
38112709,143,0,1,1,0
38104830,90,0,6,3,0
38096152,288,3,6,17,2
38095304,88,1,2,7,0
38095224,1349,2,45,24,7
38093109,433,4,8,6,0
38092261,421,1,5,15,1
38089666,44,0,2,3,0
38040010,131,0,0,2,0
38089289,2402,34,112,385,55
38086810,1241,23,27,41,9
38087414,155521,371,5047,5607,1912
38084182,615,4,24,52,4
38081848,695,9,8,11,1
38081181,111,0,4,2,1
38048748,809,4,15,58,10
38076803,224,1,6,4,1
38074252,105,0,3,2,0
38073420,3534,6,33,23,16
38073290,2097,3,13,6,4
38070660,133,3,10,7,3
38068799,1210,2,10,16,10
38040469,101,1,4,2,2
38066528,230,3,1,4,0
38066563,161,2,1,4,1
38065402,91,5,3,2,0
37941515,93,4,6,10,0
38048802,238960,638,6225,6732,3833
38061980,331,1,3,9,1
38060622,1191,9,12,63,9
38060025,188,0,19,46,5
38059832,959,23,8,11,2
38056173,351235,2934,11289,16687,3204
38055164,77,0,2,6,0
38053244,78,0,1,3,0
38049589,867,7,16,47,5
38050433,159,0,6,4,2
38045314,158,0,2,9,0
38044291,153,0,3,6,0
38042045,193,0,1,4,0
38028449,129936,969,9710,16422,1622
37783575,768,18,73,127,8
38028662,1528,9,34,100,4
37981344,10139,80,192,137,46
38035227,282,0,2,2,1
38034913,2151,18,18,7,4
38034579,93,1,1,2,2
38027388,207,2,3,4,0
38025412,185,0,7,12,1
38024615,151,0,2,8,0
38027165,96,0,1,4,0
38010940,3480,22,18,19,7
38024057,7239,17,112,97,49
38022490,78,0,2,4,1
38021965,187,1,2,7,2
38017558,115,1,0,2,0
38017904,109,0,3,2,0
38013305,55331,162,960,1001,615
38011630,238,0,1,6,2
38012339,98,0,2,5,0
38011550,214173,1400,18511,27435,1718
38009538,138,2,6,12,2
38008491,176679,675,3950,4265,744
38009198,252,3,17,9,0
38006940,2346,18,11,4,1
38001516,177,2,3,7,1
38003586,55539,104,452,773,45
38001026,7118,41,130,154,42
37996036,125,1,0,4,0
37995026,56,0,0,5,0
